Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,MACD,MACD_Signal,RSI,BB_High,BB_Low,Volatility_30,Volume_SMA_20,Volume_Ratio
2020-08-10 00:00:00-04:00,96.53333282470703,97.16666412353516,92.38933563232422,94.57133483886719,112834500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-11 00:00:00-04:00,93.06666564941406,94.66666412353516,91.0,91.6259994506836,129387000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-12 00:00:00-04:00,98.0,105.66666412353516,95.66666412353516,103.65066528320312,327441000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-13 00:00:00-04:00,107.4000015258789,110.07866668701172,104.48400115966797,108.06666564941406,306379500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-14 00:00:00-04:00,110.99933624267578,111.25333404541016,108.44266510009766,110.04733276367188,188664000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-17 00:00:00-04:00,111.80000305175781,123.05733489990234,111.52200317382812,122.3759994506836,303634500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-18 00:00:00-04:00,126.59933471679688,128.25999450683594,123.00733184814453,125.80599975585938,247117500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-19 00:00:00-04:00,124.33333587646484,127.4000015258789,122.74732971191406,125.23533630371094,183079500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-20 00:00:00-04:00,124.04533386230469,134.79933166503906,123.80400085449219,133.45533752441406,309177000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-21 00:00:00-04:00,136.3173370361328,139.69932556152344,135.00332641601562,136.6653289794922,322344000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-24 00:00:00-04:00,141.7519989013672,141.93333435058594,128.50132751464844,134.27999877929688,300954000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-25 00:00:00-04:00,131.65933227539062,135.19667053222656,131.1999969482422,134.8893280029297,159883500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-26 00:00:00-04:00,137.3333282470703,144.39999389648438,136.90866088867188,143.54466247558594,213591000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-27 00:00:00-04:00,145.36399841308594,153.0399932861328,142.8333282470703,149.25,355395000,0.0,0.0,0.0,0.0,0.0,0.0,91.91446221636856,0.0,0.0,0.0,0.0,0.0
2020-08-28 00:00:00-04:00,153.00799560546875,154.5659942626953,145.76800537109375,147.55999755859375,301218000,0.0,0.0,0.0,0.0,0.0,0.0,88.19159312537711,0.0,0.0,0.0,0.0,0.0
2020-08-31 00:00:00-04:00,148.20333862304688,166.7133331298828,146.70333862304688,166.10667419433594,355123200,0.0,5.0,0.0,0.0,0.0,0.0,92.01429618709106,0.0,0.0,0.0,0.0,0.0
2020-09-01 00:00:00-04:00,167.3800048828125,167.49667358398438,156.836669921875,158.35000610351562,269523300,0.0,0.0,0.0,0.0,0.0,0.0,80.30535667551574,0.0,0.0,0.0,0.0,0.0
2020-09-02 00:00:00-04:00,159.663330078125,159.67999267578125,135.0399932861328,149.1233367919922,288528300,0.0,0.0,0.0,0.0,0.0,0.0,69.04952967979406,0.0,0.0,0.0,0.0,0.0
2020-09-03 00:00:00-04:00,135.7433319091797,143.93333435058594,134.0,135.6666717529297,262788300,0.0,0.0,0.0,0.0,0.0,0.0,56.59122003620841,0.0,0.0,0.0,0.0,0.0
2020-09-04 00:00:00-04:00,134.27000427246094,142.6666717529297,124.00666809082031,139.44000244140625,330965700,0.0,0.0,130.48553390502929,0.0,0.0,0.0,58.83411022794407,170.36091305515617,90.61015475490241,0.0,263401440.0,1.2565067981405114
2020-09-08 00:00:00-04:00,118.66666412353516,122.913330078125,109.95999908447266,110.06999969482422,346397100,0.0,0.0,131.26046714782714,0.0,0.0,0.0,41.05356394922625,168.85084683130503,93.67008746434925,0.0,275079570.0,1.2592614566032658
2020-09-09 00:00:00-04:00,118.86666870117188,123.0,113.836669921875,122.09333038330078,238397400,0.0,0.0,132.783833694458,0.0,0.0,0.0,47.98396887876112,166.04617178983509,99.52149559908091,0.0,280530090.0,0.8498104427942115
2020-09-10 00:00:00-04:00,128.73666381835938,132.99667358398438,120.1866683959961,123.77999877929688,254791800,0.0,0.0,133.7903003692627,0.0,0.0,0.0,48.89175106885928,164.5928447966536,102.98775594187178,0.0,276897630.0,0.9201660555924585
2020-09-11 00:00:00-04:00,127.3133316040039,127.5,120.16666412353516,124.23999786376953,182152500,0.0,0.0,134.59896697998047,0.0,0.0,0.0,49.152382624850354,163.44479086146248,105.75314309849847,0.0,270686280.0,0.6729284542977206
2020-09-14 00:00:00-04:00,126.98332977294922,140.0,124.43333435058594,139.8733367919922,249061800,0.0,0.0,136.09026718139648,0.0,0.0,0.0,57.15008781306608,162.70216108399185,109.47837327880112,0.0,273706170.0,0.9099604879203125
2020-09-15 00:00:00-04:00,145.52000427246094,153.97999572753906,143.56666564941406,149.9199981689453,291894600,0.0,0.0,137.46746711730958,0.0,6.220481087112091,0.0,61.35662329683248,163.94844599628487,110.98648823833429,0.0,273119175.0,1.068744440956956
2020-09-16 00:00:00-04:00,146.6233367919922,152.59666442871094,145.10333251953125,147.25332641601562,216837900,0.0,0.0,138.5398334503174,0.0,6.733314395843507,0.0,59.68187494831602,164.78096544606868,112.2987014545661,0.0,271605195.0,0.7983569680984931
2020-09-17 00:00:00-04:00,138.53334045410156,145.92999267578125,136.0,141.14332580566406,230337600,0.0,0.0,139.33523292541503,0.0,6.57096649050996,0.0,55.9158806903892,164.86991664663148,113.80054920419856,0.0,273968100.0,0.8407460576614577
2020-09-18 00:00:00-04:00,149.31333923339844,150.3333282470703,142.93333435058594,147.38333129882812,259220400,0.0,0.0,140.03163261413573,0.0,6.86666624515334,0.0,58.776810406097994,165.64647062137365,114.41679460689781,0.0,271470270.0,0.954875832259643
2020-09-21 00:00:00-04:00,151.0433349609375,151.89332580566406,135.69000244140625,149.79666137695312,328430400,0.0,0.0,140.68819923400878,0.0,7.212603594822326,0.0,59.86173621205872,166.59573413309406,114.7806643349235,294.11493900140835,271774590.0,1.2084661777982997
2020-09-22 00:00:00-04:00,143.1999969482422,145.9199981689453,139.1999969482422,141.41000366210938,238742400,0.0,0.0,141.04469947814943,0.0,6.7324210898765955,0.0,54.494305510072856,166.7853907774126,115.30400817888625,272.61946455192486,268664010.0,0.8886281418936611
2020-09-23 00:00:00-04:00,135.05332946777344,137.38333129882812,125.2933349609375,126.78666687011719,285222600,0.0,0.0,140.6395664215088,0.0,5.112952989035108,0.0,46.64139086154532,167.00255632327037,114.2765765197472,242.84464196334008,274930965.0,1.0374335244485828
2020-09-24 00:00:00-04:00,121.26667022705078,133.1666717529297,117.0999984741211,129.26333618164062,289683300,0.0,0.0,139.9255001068115,0.0,3.9834407412718917,0.0,48.007933105450626,166.70540824762966,113.14559196599338,224.87786498310683,278735580.0,1.039276363641843
2020-09-25 00:00:00-04:00,131.1566619873047,136.2433319091797,130.43333435058594,135.77999877929688,201625500,0.0,0.0,139.25200004577636,0.0,3.5729476405151956,5.407215385635647,51.52573735335791,165.735897933011,112.76810215854172,209.00262456992823,271047105.0,0.7438762350920516
2020-09-28 00:00:00-04:00,141.5399932861328,142.69332885742188,138.51666259765625,140.39999389648438,149158800,0.0,0.0,138.8939998626709,0.0,3.5791655037947123,5.0416054092674605,53.906808279878206,165.11123091819456,112.67676880714727,193.30959751460074,263444145.0,0.5661875689057352
2020-09-29 00:00:00-04:00,138.6666717529297,142.8333282470703,137.1999969482422,139.69000244140625,150657900,0.0,0.0,137.57316627502442,0.0,3.4866113432376835,4.730606596061506,53.47211316795908,160.64664875857056,114.49968379147826,187.8196338600674,253220880.0,0.5949663392687049
2020-09-30 00:00:00-04:00,140.44000244140625,144.64332580566406,140.1566619873047,143.00332641601562,144436800,0.0,0.0,136.80583229064942,0.0,3.6386746815936135,4.512220213167928,55.284274598349484,158.0094239987495,115.60224058254934,184.4823377435083,246966555.0,0.5848435631294286
2020-10-01 00:00:00-04:00,146.9199981689453,149.6266632080078,144.80667114257812,149.3866729736328,152224500,0.0,0.0,136.81899909973146,0.0,4.225559077419206,4.454887986018184,58.62749191350173,158.05347424969375,115.58452394976915,182.2620804346646,240151365.0,0.6338689767597199
2020-10-02 00:00:00-04:00,140.4633331298828,146.3766632080078,138.3333282470703,138.3633270263672,214290000,0.0,0.0,136.9538318634033,0.0,3.7578590375870817,4.315482196331963,51.47076208373118,158.1915726444725,115.71609108233412,181.3646095299879,237726450.0,0.9014142094832106
2020-10-05 00:00:00-04:00,141.11666870117188,144.54666137695312,139.77667236328125,141.89332580566406,134168400,0.0,0.0,137.0764980316162,0.0,3.6301981222484585,4.178425381515263,53.431204601190316,158.398434078353,115.75456198487942,181.20801407044252,227886585.0,0.5887507595060938
2020-10-06 00:00:00-04:00,141.26333618164062,142.92666625976562,135.35000610351562,137.9933319091797,147438900,0.0,0.0,138.472664642334,0.0,3.177698483192387,3.9782800018506874,50.98083475647864,155.8256401321565,121.11968915251147,180.5092444447296,217938675.0,0.6765155381439297
2020-10-07 00:00:00-04:00,139.9566650390625,143.3000030517578,137.9499969482422,141.76666259765625,129383100,0.0,0.0,139.45633125305176,0.0,3.087969322520479,3.8002178659846457,53.2163439271559,155.13335025215753,123.77931225394599,179.8785221106574,212487960.0,0.6088961463981301
2020-10-08 00:00:00-04:00,146.14666748046875,146.3333282470703,141.76666259765625,141.97332763671875,121263300,0.0,0.0,140.36599769592286,0.0,2.998964264454628,3.6399671456786424,53.341850042986145,154.3150667237368,126.4169286681089,179.69314792047572,205811535.0,0.5891958388046618
2020-10-09 00:00:00-04:00,143.3766632080078,144.8633270263672,142.15333557128906,144.6666717529297,86777100,0.0,0.0,141.38733139038087,0.0,3.1099083876112843,3.533955394065171,55.03484753572877,153.30763432413966,129.46702845662207,178.1924101449618,201042765.0,0.4316350304871702
2020-10-12 00:00:00-04:00,147.3333282470703,149.5800018310547,146.19332885742188,147.43333435058594,116373300,0.0,0.0,141.76533126831055,0.0,3.382092299440359,3.5035827751402087,56.77009769125374,153.94623767267515,129.58442486394594,178.1469458124341,194408340.0,0.598602405637536
2020-10-13 00:00:00-04:00,147.78334045410156,149.6300048828125,145.53334045410156,148.88333129882812,103391100,0.0,0.0,141.7134979248047,0.0,3.6724687128478024,3.5373599626817276,57.69162443857451,153.76327802589879,129.6637178237106,162.64698966666464,184983165.0,0.558921672683025
2020-10-14 00:00:00-04:00,149.92666625976562,155.3000030517578,149.11666870117188,153.76666259765625,143639100,0.0,0.0,142.0391647338867,0.0,4.247673599465571,3.6794226900384963,60.72790270081442,154.98871224668966,129.08961722108376,158.53658439993671,181323225.0,0.7921715489011405
2020-10-15 00:00:00-04:00,150.10333251953125,152.19000244140625,147.5,149.6266632080078,107017200,0.0,0.0,142.4633316040039,0.0,4.31966980035412,3.807472112101621,56.99359546291794,155.8171562169534,129.10950699105442,158.81108351054502,175157205.0,0.6109780068710277
2020-10-16 00:00:00-04:00,151.47999572753906,151.98333740234375,146.28334045410156,146.55667114257812,98327700,0.0,0.0,142.4219985961914,0.0,4.0819504220376075,3.8623677740888187,54.325817425620116,155.71965269153742,129.12434450084538,159.70551443281204,167112570.0,0.5883920042639521
2020-10-19 00:00:00-04:00,148.74667358398438,149.0,142.9566650390625,143.61000061035156,108863400,0.0,0.0,142.11266555786133,136.15034591674805,3.6141230555773802,3.8127188303865314,51.81862023389777,154.9909416946819,129.23438942104076,160.08343501489392,156134220.0,0.6972424110486478
2020-10-20 00:00:00-04:00,143.9166717529297,143.9166717529297,139.68333435058594,140.64666748046875,94968900,0.0,0.0,142.0744987487793,137.07185256958007,2.970013808752327,3.644177826059691,49.35190116999587,154.96539680747077,129.18360069008781,132.7183043168828,148945545.0,0.6376081943236369
2020-10-21 00:00:00-04:00,140.89999389648438,144.31666564941406,140.4166717529297,140.8800048828125,97111500,0.0,0.0,142.77916564941407,138.05693267822267,2.4501373106147923,3.4053697229707116,49.55552846291649,153.62954967051184,131.9287816283163,120.0975233485839,139539990.0,0.6959402820653778
2020-10-22 00:00:00-04:00,147.30667114257812,148.41000366210938,141.50332641601562,141.92999267578125,119979600,0.0,0.0,143.4124984741211,138.8225192260742,2.098664581192679,3.1440286946151055,50.51955940288907,152.34194869489795,134.48304825334424,107.60227095153367,131054805.0,0.9154918051268705
2020-10-23 00:00:00-04:00,140.6133270263672,140.9633331298828,135.7933349609375,140.2100067138672,101151000,0.0,0.0,143.6339988708496,139.46538604736327,1.6621709462939975,2.847657144950884,48.87192013477187,151.9969536070017,135.27104413469752,93.49934841069323,126031080.0,0.8025877426425291
2020-10-26 00:00:00-04:00,137.2100067138672,141.9199981689453,136.6666717529297,140.0933380126953,84717600,0.0,0.0,143.61866607666016,140.06630615234374,1.2919397297266926,2.5365136619060458,48.75576385644743,152.00636956261312,135.2309625907072,93.44351289275926,122809020.0,0.6898320660811397
2020-10-27 00:00:00-04:00,141.25332641601562,143.5,140.03334045410156,141.55999755859375,68059500,0.0,0.0,143.71216583251953,140.44998611450194,1.1041480596703934,2.2500405414589153,50.353238039465595,151.96318665254822,135.46114501249085,90.95180878526517,118679100.0,0.573475026352576
2020-10-28 00:00:00-04:00,138.82666015625,139.53334045410156,135.3333282470703,135.33999633789062,76354200,0.0,0.0,143.3289993286133,140.64066604614257,0.44825251641154296,1.8896829364494407,44.077666825198015,152.35176121394335,134.30623744328324,92.01901569499486,115274970.0,0.6623658197438698
2020-10-29 00:00:00-04:00,136.65333557128906,139.35333251953125,135.48666381835938,136.94332885742188,67965900,0.0,0.0,142.70683212280272,140.8748258972168,0.05716712064244689,1.523179773288042,45.9477355456738,151.68893317917235,133.7247310664331,93.17303875777958,111062040.0,0.6119633675016234
2020-10-30 00:00:00-04:00,135.63333129882812,135.8633270263672,126.37000274658203,129.34666442871094,127533900,0.0,0.0,142.25599899291993,140.79265243530273,-0.8558920141808528,1.0473654157942631,39.25042190855296,152.82911330239068,131.68288468344917,98.46555638243674,106724235.0,1.1949853751586976
2020-11-02 00:00:00-05:00,131.3333282470703,135.66000366210938,130.76666259765625,133.50332641601562,87063300,0.0,0.0,141.8364990234375,140.7294123840332,-1.2299124084120763,0.5919098509529952,44.055499205499785,153.07849059001947,130.59450745685555,97.56773673197516,104368980.0,0.8341875143361562
2020-11-03 00:00:00-05:00,136.57666015625,142.58999633789062,135.56333923339844,141.3000030517578,103055100,0.0,0.0,142.0018325805664,140.8698124694824,-0.8869751234524017,0.2961328560719158,51.76259174698943,153.10933511419435,130.89433004693845,97.56185887873805,102149790.0,1.0088625732857601
2020-11-04 00:00:00-05:00,143.5399932861328,145.13333129882812,139.03334045410156,140.32666015625,96429300,0.0,0.0,141.9298324584961,140.97855911254882,-0.6858296739267473,0.09974035007218318,50.82130912007566,153.0611421752502,130.79852274174198,88.15752999276111,100502100.0,0.9594754736468193
2020-11-05 00:00:00-05:00,142.76666259765625,146.6666717529297,141.3333282470703,146.02999877929688,85243500,0.0,0.0,142.132666015625,141.02826583862304,-0.06545417888236216,0.06670144428127411,55.883652043414465,153.40667970234077,130.85865232890924,81.56947061916068,98701110.0,0.8636529011679808
2020-11-06 00:00:00-05:00,145.36666870117188,145.52333068847656,141.42666625976562,143.31666564941406,65118000,0.0,0.0,142.0651657104492,140.90959915161133,0.20489268782995396,0.09433969299101008,53.08404394854544,153.2937583851651,130.83657303573332,79.66797306543599,97618155.0,0.6670685386340277
2020-11-09 00:00:00-05:00,146.5,150.8333282470703,140.3333282470703,140.4199981689453,104499000,0.0,0.0,141.7144989013672,140.76679916381835,0.18329476230695718,0.11213070685419951,50.19311876896758,152.68570179571063,130.74329600702376,79.66447097932675,97024440.0,1.0770379092113287
2020-11-10 00:00:00-05:00,140.02999877929688,140.02999877929688,132.00999450683594,136.7866668701172,90852600,0.0,0.0,141.10966567993165,140.180399017334,-0.12555391272221073,0.06459378293891747,46.75373820964057,151.7624716090241,130.45685975083921,80.83666216158569,96397515.0,0.9424786520689875
2020-11-11 00:00:00-05:00,138.81666564941406,139.56666564941406,136.86000061035156,139.0433349609375,52073100,0.0,0.0,140.3734992980957,139.79426559448243,-0.18607944958591816,0.014459136433950352,49.08724988712018,149.3249539692047,131.42204462698672,81.1888829355834,91819215.0,0.5671263907015541
2020-11-12 00:00:00-05:00,138.35000610351562,141.0,136.5066680908203,137.25332641601562,59565300,0.0,0.0,139.75483245849608,139.5568653869629,-0.37417188291067305,-0.06326706743497433,47.31591688086553,147.7185271656852,131.79113775130696,78.90269872809488,89446620.0,0.6659312559826185
2020-11-13 00:00:00-05:00,136.9499969482422,137.50999450683594,133.8866729736328,136.1666717529297,59313300,0.0,0.0,139.23533248901367,139.5668653869629,-0.6039583849023131,-0.1714053309284421,46.22539772808296,146.69608915768222,131.77457582034512,79.88375585787306,87495900.0,0.6778980500800609
2020-11-16 00:00:00-05:00,136.30999755859375,137.48333740234375,134.69667053222656,136.02999877929688,80515800,0.0,0.0,138.85633239746093,139.4986653137207,-0.7880105153006411,-0.2947263678028819,46.08154145183858,146.15808659732645,131.55457819759542,81.30584323241455,86078520.0,0.9353762123233531
2020-11-17 00:00:00-05:00,153.38999938964844,154.0,144.336669921875,147.20333862304688,183564900,0.0,0.0,139.18416595458984,140.24133209228515,-0.03191016821614312,-0.24216312788553415,57.67745525907957,147.31922327919665,131.04910862998304,82.60597701121146,90508320.0,2.0281549806691803
2020-11-18 00:00:00-05:00,149.4499969482422,165.3333282470703,147.8333282470703,162.2133331298828,234132000,0.0,0.0,140.25083236694337,141.0437321472168,1.7582182714206454,0.15791315197570174,67.72069614187802,153.17837594478866,127.32328878909809,102.26697023202341,97359345.0,2.4048230809276707
2020-11-19 00:00:00-05:00,164.0,169.5366668701172,162.52333068847656,166.42333984375,187425900,0.0,0.0,141.4754997253418,141.89659896850586,3.476544869149194,0.8216394954104003,69.87967643338922,158.72537671210105,124.22562273858253,124.1990476813993,100731660.0,1.8606454018528038
2020-11-20 00:00:00-05:00,165.99667358398438,167.5,163.02000427246094,163.20333862304688,98735700,0.0,0.0,142.6251663208008,142.6758657836914,4.526327207380149,1.56257703780435,66.2309330343202,162.28148400891257,122.968848632689,137.38768309202553,100610895.0,0.9813619091650064
2020-11-23 00:00:00-05:00,167.8333282470703,175.3333282470703,167.26333618164062,173.9499969482422,150780900,0.0,0.0,144.31799926757813,143.3573989868164,6.154507456068075,2.480963121457095,71.56695798961361,168.1900553869079,120.44594314824836,163.02840481147058,103914060.0,1.4510153871381795
2020-11-24 00:00:00-05:00,180.13333129882812,186.663330078125,175.39999389648438,185.1266632080078,160945500,0.0,0.0,146.49633255004883,144.06153228759766,8.251596327402382,3.6350897626461522,75.84235885911484,176.20226824717145,116.79039685292621,201.05839155182156,108558360.0,1.4825712179144932
2020-11-25 00:00:00-05:00,183.35333251953125,191.3333282470703,181.7899932861328,191.3333282470703,146790600,0.0,0.0,149.2959991455078,144.94313232421874,10.295697966721718,4.967211403461266,77.83551729807732,184.34266164780422,114.2493366432114,239.98610690833678,112080180.0,1.309692757452745
2020-11-27 00:00:00-05:00,193.72000122070312,199.5933380126953,192.81666564941406,195.25332641601562,112683300,0.0,0.0,152.2114990234375,146.02533233642578,12.092578615372418,6.392284845843497,79.01324484288325,192.03819217912792,112.3848058677471,277.9551882744729,114316050.0,0.9857172286831114
2020-11-30 00:00:00-05:00,200.73666381835938,202.60000610351562,184.836669921875,189.1999969482422,189009300,0.0,0.0,155.20416564941405,146.86166564941405,12.879697244488625,7.6897673255725225,72.59811150391539,196.66994596425192,113.73838533457618,301.940361428504,117389820.0,1.6100995810369247
2020-12-01 00:00:00-05:00,199.19667053222656,199.28334045410156,190.68333435058594,194.9199981689453,120310500,0.0,0.0,158.27499923706054,147.7641323852539,13.805904846222774,8.912994829702573,74.6893144912674,201.89810145691024,114.65189701721084,328.24358353608915,119052180.0,1.010569483061965
2020-12-02 00:00:00-05:00,185.47999572753906,190.51333618164062,180.40333557128906,189.60667419433594,143327100,0.0,0.0,160.69033279418946,148.72806579589843,13.950378919735414,9.920471647709142,69.39172571451185,205.61632053560862,115.76434505277028,344.4086203611342,121065780.0,1.1838778885329941
2020-12-03 00:00:00-05:00,196.67333984375,199.6566619873047,194.14332580566406,197.7933349609375,127656000,0.0,0.0,163.56366653442382,150.14819915771486,14.557659136264988,10.847909145420312,72.61473726915733,210.22961674126282,116.89771632758482,365.61716233235853,122627115.0,1.04100956790837
2020-12-04 00:00:00-05:00,197.00332641601562,199.67999267578125,195.1666717529297,199.67999267578125,88203900,0.0,0.0,166.24616622924805,151.55653228759766,15.018051840014834,11.681937684339216,73.31217776216053,214.7056296193496,117.7867028391465,385.37195437336214,122775135.0,0.7184182693018419
2020-12-07 00:00:00-05:00,201.63999938964844,216.26333618164062,201.01666259765625,213.9199981689453,168929100,0.0,0.0,169.7763328552246,153.11933227539063,16.34356733853261,12.614263615177896,77.88931704681754,221.23386619508392,118.31879951536528,415.5234331643501,127965690.0,1.320112445765736
2020-12-08 00:00:00-05:00,208.50332641601562,217.0933380126953,206.1666717529297,216.6266632080078,192795000,0.0,0.0,173.58666610717773,154.6438656616211,17.411741452014127,13.573759182545142,78.63922346201849,227.03229261720554,120.14103959714991,442.85967931313996,132380490.0,1.4563701947318672
2020-12-09 00:00:00-05:00,217.89666748046875,218.10667419433594,196.0,201.4933319091797,213873600,0.0,0.0,176.82199935913087,155.87993225097657,16.84298828686363,14.227605003408842,65.30325779066712,228.77846073316988,124.86553798509188,452.78414056783834,138531540.0,1.543862141430031
2020-12-10 00:00:00-05:00,191.4566650390625,209.25,188.77999877929688,209.02333068847656,201249600,0.0,0.0,180.3209991455078,157.2003323364258,16.806124732038768,14.743308949134828,68.19357287059759,231.04024136802073,129.6017569229949,462.52411754875976,145990365.0,1.3785128902171044
2020-12-11 00:00:00-05:00,205.00332641601562,208.0,198.93333435058594,203.3300018310547,139425000,0.0,0.0,183.62483291625978,158.27919891357422,16.131551556788622,15.02095747066559,63.86191194220462,231.20317058516812,136.04649524735143,465.7337630128959,149983350.0,0.9296031859536409
2020-12-14 00:00:00-05:00,206.3333282470703,214.25,203.39999389648438,213.27667236328125,156121800,0.0,0.0,187.48033294677734,159.7774658203125,16.212671059584608,15.259300188449394,67.71975040607421,231.40788236297902,143.55278353057565,467.6903325918404,154823775.0,1.0083838867770794
2020-12-15 00:00:00-05:00,214.42666625976562,215.63333129882812,207.93333435058594,211.0833282470703,135214500,0.0,0.0,191.232999420166,161.16126586914064,15.91649881963204,15.390739914685925,66.04544205708521,229.38129525773792,153.0847035825941,467.0295224505502,157558710.0,0.8581848632804876
2020-12-16 00:00:00-05:00,209.41000366210938,210.8333282470703,201.6666717529297,207.58999633789062,126287400,0.0,0.0,194.2523323059082,162.55319915771486,15.22440008822889,15.357471949394519,63.35859234968665,227.185826725156,161.3188378866604,466.1600530125291,154694835.0,0.816364683410406
2020-12-17 00:00:00-05:00,209.39666748046875,219.60667419433594,206.5,218.63333129882812,168810300,0.0,0.0,197.07333221435547,164.0905325317383,15.389609852950997,15.363899530105815,67.81602944319795,228.15982480305172,165.98683962565923,468.9554429056775,151428750.0,1.1147836853965973
2020-12-18 00:00:00-05:00,222.96665954589844,231.6666717529297,209.51333618164062,231.6666717529297,666378600,0.0,0.0,200.33549880981445,165.8843994140625,16.383364207941383,15.56779246567293,72.12581300709215,231.5646281525216,169.1063694671073,482.34244578231267,175376385.0,3.799705416439049
2020-12-21 00:00:00-05:00,222.0800018310547,222.8333282470703,215.35667419433594,216.6199951171875,174135900,0.0,0.0,203.00633163452147,167.32346588134766,15.774936985690118,15.60922136967637,61.8315450568088,229.91362855493358,176.09903471410937,478.4011550158394,179146395.0,0.9720312820137966
2020-12-22 00:00:00-05:00,216.0,216.6266632080078,204.7433319091797,213.44667053222656,155148000,0.0,0.0,204.9811653137207,168.64373260498047,14.865334927454313,15.460444081231959,59.890129129583094,228.67396534876912,181.2883652786723,467.06344127774065,179364750.0,0.864986013138033
